roc_auc_mean,roc_auc_std,prc_auc_mean,prc_auc_std,time_seconds_mean,time_seconds_std
0.8088658059192364,0.02793050266813507,0.35037358776725097,0.09473370934817063,700.6798643827439,15.988347670779826
