False Positive Rate 0,True Positive Rate 0,False Positive Rate 1,True Positive Rate 1,False Positive Rate 2,True Positive Rate 2,False Positive Rate 3,True Positive Rate 3,False Positive Rate 4,True Positive Rate 4,False Positive Rate 5,True Positive Rate 5,False Positive Rate 6,True Positive Rate 6,False Positive Rate 7,True Positive Rate 7,False Positive Rate 8,True Positive Rate 8,False Positive Rate 9,True Positive Rate 9,False Positive Rate mean,True Positive Rate mean
0.02215431627196333,0.4772727272727273,0.019098548510313215,0.45454545454545453,0.01,0.4339622641509434,0.026923076923076925,0.32075471698113206,0.023700305810397553,0.3181818181818182,0.024539877300613498,0.4583333333333333,0.011503067484662576,0.5625,0.02448355011476664,0.4888888888888889,0.009237875288683603,0.49056603773584906,0.01902587519025875,0.42105263157894735,0.22,0.7460632583529728
0.025210084033613446,0.4772727272727273,0.019862490450725745,0.45454545454545453,0.01,0.49056603773584906,0.03,0.32075471698113206,0.027522935779816515,0.3181818181818182,0.026840490797546013,0.4583333333333333,0.012269938650306749,0.5625,0.029074215761285386,0.4888888888888889,0.01077752117013087,0.49056603773584906,0.02207001522070015,0.42105263157894735,0.23,0.7541996568783598
0.02750190985485103,0.5,0.02291825821237586,0.45454545454545453,0.011538461538461539,0.49056603773584906,0.031538461538461536,0.32075471698113206,0.0290519877675841,0.3409090909090909,0.028374233128834355,0.4583333333333333,0.012269938650306749,0.5833333333333334,0.03136954858454476,0.4888888888888889,0.012317167051578136,0.49056603773584906,0.0243531202435312,0.42105263157894735,0.24,0.7608212946381964
0.02826585179526356,0.5,0.023682200152788387,0.45454545454545453,0.013076923076923076,0.49056603773584906,0.031538461538461536,0.33962264150943394,0.03058103975535168,0.3409090909090909,0.029141104294478526,0.4583333333333333,0.014570552147239263,0.5833333333333334,0.035960214231063506,0.4888888888888889,0.012317167051578136,0.5094339622641509,0.0273972602739726,0.42105263157894735,0.25,0.7702956085045127
0.02826585179526356,0.5227272727272727,0.026737967914438502,0.45454545454545453,0.013846153846153847,0.49056603773584906,0.036923076923076927,0.33962264150943394,0.03287461773700306,0.3409090909090909,0.029141104294478526,0.4791666666666667,0.016104294478527608,0.5833333333333334,0.036725325172149964,0.4888888888888889,0.01308698999230177,0.5094339622641509,0.02815829528158295,0.4473684210526316,0.26,0.7783423749665096
0.030557677616501147,0.5227272727272727,0.02826585179526356,0.45454545454545453,0.013846153846153847,0.5094339622641509,0.038461538461538464,0.33962264150943394,0.03287461773700306,0.36363636363636365,0.03067484662576687,0.4791666666666667,0.01687116564417178,0.5833333333333334,0.03978576893649579,0.5111111111111111,0.014626635873749037,0.5094339622641509,0.02815829528158295,0.47368421052631576,0.27,0.780901994339268
0.03208556149732621,0.5227272727272727,0.03208556149732621,0.5227272727272727,0.014615384615384615,0.5094339622641509,0.03923076923076923,0.33962264150943394,0.03363914373088685,0.36363636363636365,0.032975460122699383,0.4791666666666667,0.01763803680981595,0.6041666666666666,0.042081101759755164,0.5111111111111111,0.01924557351809084,0.5094339622641509,0.02968036529680365,0.47368421052631576,0.28,0.7835530203219147
0.03208556149732621,0.5454545454545454,0.03514132925897632,0.5227272727272727,0.016153846153846154,0.5283018867924528,0.04,0.3584905660377358,0.034403669724770644,0.38636363636363635,0.03450920245398773,0.4791666666666667,0.018404907975460124,0.6041666666666666,0.04973221117061974,0.5333333333333333,0.020785219399538105,0.5094339622641509,0.03424657534246575,0.47368421052631576,0.29,0.7865703305057972
0.03284950343773873,0.5454545454545454,0.0374331550802139,0.5227272727272727,0.02,0.5283018867924528,0.04153846153846154,0.3584905660377358,0.035168195718654434,0.38636363636363635,0.03680981595092025,0.4791666666666667,0.018404907975460124,0.625,0.0504973221117062,0.5333333333333333,0.020785219399538105,0.5283018867924528,0.0350076103500761,0.47368421052631576,0.3,0.7906644279800591
0.03284950343773873,0.5681818181818182,0.0427807486631016,0.5227272727272727,0.024615384615384615,0.5283018867924528,0.04230769230769231,0.3584905660377358,0.0382262996941896,0.38636363636363635,0.037576687116564415,0.4791666666666667,0.019171779141104295,0.625,0.05202754399387911,0.5555555555555556,0.022324865280985373,0.5283018867924528,0.0350076103500761,0.5,0.31,0.794758525454321
0.03666921313980138,0.5681818181818182,0.04583651642475172,0.5454545454545454,0.025384615384615384,0.5283018867924528,0.04461538461538461,0.3584905660377358,0.0389908256880734,0.38636363636363635,0.04141104294478527,0.4791666666666667,0.020705521472392636,0.625,0.05355776587605203,0.5555555555555556,0.02386451116243264,0.5283018867924528,0.0365296803652968,0.5,0.32,0.7988526229285831
0.04354469060351413,0.5681818181818182,0.04660045836516425,0.5454545454545454,0.03076923076923077,0.5283018867924528,0.046153846153846156,0.3584905660377358,0.04204892966360856,0.38636363636363635,0.04217791411042945,0.4791666666666667,0.023006134969325152,0.625,0.060443764345830146,0.5777777777777777,0.02386451116243264,0.5471698113207547,0.03729071537290715,0.5,0.33,0.802185903393194
0.04430863254392666,0.5681818181818182,0.05042016806722689,0.5909090909090909,0.03230769230769231,0.5283018867924528,0.04846153846153846,0.39622641509433965,0.04357798165137615,0.38636363636363635,0.04447852760736196,0.4791666666666667,0.027607361963190184,0.625,0.061208875286916604,0.5777777777777777,0.024634334103156273,0.5471698113207547,0.04185692541856925,0.5,0.34,0.8065893718703621
0.04736440030557677,0.5681818181818182,0.053475935828877004,0.5909090909090909,0.036153846153846154,0.5283018867924528,0.04923076923076923,0.39622641509433965,0.047400611620795105,0.38636363636363635,0.04524539877300614,0.5,0.028374233128834355,0.625,0.061208875286916604,0.6,0.026943802925327175,0.5471698113207547,0.0426179604261796,0.5,0.35000000000000003,0.8112368031695241
0.04965622612681436,0.5681818181818182,0.057295645530939646,0.5909090909090909,0.036923076923076927,0.5283018867924528,0.05076923076923077,0.39622641509433965,0.04969418960244648,0.38636363636363635,0.04677914110429448,0.5,0.029141104294478526,0.6458333333333334,0.06426931905126243,0.6,0.03002309468822171,0.5471698113207547,0.04490106544901065,0.5,0.36,0.8170369649154303
0.053475935828877004,0.5909090909090909,0.060351413292589765,0.5909090909090909,0.03923076923076923,0.5283018867924528,0.05615384615384615,0.41509433962264153,0.052752293577981654,0.4090909090909091,0.05061349693251534,0.5,0.032975460122699383,0.6458333333333334,0.06426931905126243,0.6222222222222222,0.03233256351039261,0.5660377358490566,0.04642313546423135,0.5,0.37,0.8210697641425544
0.05576776165011459,0.5909090909090909,0.06569900687547746,0.6136363636363636,0.040769230769230766,0.5283018867924528,0.05615384615384615,0.4339622641509434,0.05581039755351682,0.4090909090909091,0.05138036809815951,0.5,0.037576687116564415,0.6875,0.06503442999234889,0.6222222222222222,0.033102386451116246,0.5660377358490566,0.0517503805175038,0.5,0.38,0.8267044938561442
0.05576776165011459,0.6136363636363636,0.06799083269671505,0.6136363636363636,0.04384615384615385,0.5283018867924528,0.057692307692307696,0.4339622641509434,0.06345565749235474,0.4318181818181818,0.06058282208588957,0.5208333333333334,0.040644171779141106,0.6875,0.07345065034429993,0.6444444444444445,0.033102386451116246,0.5849056603773585,0.05403348554033485,0.5,0.39,0.8304456992857986
0.05653170359052712,0.6136363636363636,0.0825057295645531,0.6136363636363636,0.046153846153846156,0.5283018867924528,0.06538461538461539,0.4716981132075472,0.06422018348623854,0.4318181818181818,0.06058282208588957,0.5416666666666666,0.04217791411042945,0.6875,0.07498087222647284,0.6444444444444445,0.03464203233256351,0.5849056603773585,0.05707762557077625,0.5,0.4,0.8344185360977694
0.058823529411764705,0.6136363636363636,0.0855614973262032,0.6136363636363636,0.04692307692307692,0.5283018867924528,0.06692307692307692,0.4716981132075472,0.07110091743119266,0.4318181818181818,0.062116564417177916,0.5416666666666666,0.04677914110429448,0.6875,0.0772762050497322,0.6444444444444445,0.03541185527328714,0.6037735849056604,0.060882800608828,0.5,0.41000000000000003,0.8383913729097403
0.060351413292589765,0.6136363636363636,0.10007639419404125,0.6136363636363636,0.04846153846153846,0.5283018867924528,0.07615384615384616,0.5283018867924528,0.07186544342507645,0.4318181818181818,0.06901840490797546,0.5625,0.05521472392638037,0.6875,0.07957153787299158,0.6444444444444445,0.03695150115473441,0.6037735849056604,0.06925418569254185,0.5,0.42,0.8423642097217112
0.07104660045836517,0.6136363636363636,0.10160427807486631,0.6136363636363636,0.05153846153846154,0.5660377358490566,0.07923076923076923,0.5283018867924528,0.07186544342507645,0.4772727272727273,0.06978527607361963,0.5625,0.05674846625766871,0.6875,0.09563886763580719,0.6444444444444445,0.04157043879907621,0.6037735849056604,0.0730593607305936,0.5,0.43,0.8482238389865122
0.0718105423987777,0.6136363636363636,0.11535523300229182,0.6363636363636364,0.052307692307692305,0.5660377358490566,0.0823076923076923,0.5471698113207547,0.07262996941896024,0.4772727272727273,0.07131901840490798,0.5625,0.06978527607361963,0.6875,0.0971690895179801,0.6444444444444445,0.044649730561970746,0.6037735849056604,0.0776255707762557,0.5526315789473685,0.44,0.8558779530118356
0.07333842627960276,0.6136363636363636,0.11841100076394194,0.6363636363636364,0.054615384615384614,0.5849056603773585,0.08538461538461538,0.5471698113207547,0.08256880733944955,0.5,0.07285276073619631,0.5625,0.07131901840490798,0.6875,0.09869931140015302,0.6444444444444445,0.044649730561970746,0.6226415094339622,0.0791476407914764,0.5526315789473685,0.45,0.861609087216598
0.07563025210084033,0.6136363636363636,0.1359816653934301,0.6363636363636364,0.055384615384615386,0.5849056603773585,0.08692307692307692,0.5471698113207547,0.08486238532110092,0.5,0.08819018404907976,0.5625,0.07285276073619631,0.6875,0.10022953328232594,0.6444444444444445,0.04695919938414165,0.6415094339622641,0.0898021308980213,0.5526315789473685,0.46,0.8673236803227324
0.08708938120702826,0.6136363636363636,0.13750954927425516,0.6363636363636364,0.06384615384615384,0.5849056603773585,0.08846153846153847,0.5471698113207547,0.10015290519877676,0.5454545454545454,0.09125766871165644,0.5625,0.07515337423312883,0.6875,0.11859219586840092,0.6666666666666666,0.049268668206312545,0.6415094339622641,0.09208523592085235,0.5526315789473685,0.47000000000000003,0.8715448284409536
0.09014514896867838,0.6136363636363636,0.13903743315508021,0.6363636363636364,0.06538461538461539,0.5849056603773585,0.08846153846153847,0.5660377358490566,0.10168195718654434,0.5454545454545454,0.10506134969325154,0.5625,0.07745398773006135,0.6875,0.12012241775057383,0.6666666666666666,0.05542725173210162,0.660377358490566,0.09360730593607305,0.5526315789473685,0.48,0.8736835464616373
0.1038961038961039,0.6136363636363636,0.13980137509549273,0.6363636363636364,0.06615384615384616,0.6037735849056604,0.08923076923076922,0.5660377358490566,0.10474006116207951,0.5454545454545454,0.10659509202453987,0.5625,0.09279141104294479,0.6875,0.12318286151491967,0.6666666666666666,0.056197074672825253,0.660377358490566,0.09512937595129375,0.5526315789473685,0.49,0.8765752190740846
0.1038961038961039,0.6363636363636364,0.1413292589763178,0.6363636363636364,0.06615384615384616,0.6226415094339622,0.09692307692307692,0.5660377358490566,0.10703363914373089,0.5454545454545454,0.10889570552147239,0.5625,0.09279141104294479,0.7083333333333334,0.12700841622035194,0.6666666666666666,0.056197074672825253,0.6792452830188679,0.1095890410958904,0.5526315789473685,0.5,0.879492226009565
0.10542398777692895,0.6363636363636364,0.14285714285714285,0.6363636363636364,0.06769230769230769,0.6226415094339622,0.09846153846153846,0.5660377358490566,0.12155963302752294,0.5681818181818182,0.10966257668711657,0.5833333333333334,0.09355828220858896,0.7083333333333334,0.14843152257077277,0.6666666666666666,0.057736720554272515,0.6792452830188679,0.1111111111111111,0.5526315789473685,0.51,0.8821156441277884
0.11535523300229182,0.6590909090909091,0.173414820473644,0.6590909090909091,0.07461538461538461,0.6226415094339622,0.10076923076923076,0.5660377358490566,0.12538226299694188,0.5681818181818182,0.1111963190184049,0.5833333333333334,0.09662576687116564,0.7083333333333334,0.1514919663351186,0.6666666666666666,0.059276366435719784,0.6792452830188679,0.1126331811263318,0.5526315789473685,0.52,0.8850301504681346
0.11688311688311688,0.6590909090909091,0.17570664629488159,0.6590909090909091,0.08,0.6226415094339622,0.10230769230769231,0.5660377358490566,0.14220183486238533,0.6136363636363636,0.11273006134969325,0.5833333333333334,0.09739263803680982,0.7083333333333334,0.1530221882172915,0.6888888888888889,0.06004618937644342,0.6792452830188679,0.13013698630136986,0.6842105263157895,0.53,0.8879446568084808
0.11841100076394194,0.6590909090909091,0.17723453017570664,0.6590909090909091,0.08692307692307692,0.6415094339622641,0.10307692307692308,0.5660377358490566,0.1437308868501529,0.6136363636363636,0.11349693251533742,0.5833333333333334,0.11733128834355828,0.75,0.1545524100994644,0.6888888888888889,0.06543494996150885,0.6792452830188679,0.136986301369863,0.6842105263157895,0.54,0.8908591631488271
0.11917494270435447,0.6590909090909091,0.17952635599694422,0.6590909090909091,0.09230769230769231,0.6415094339622641,0.11846153846153847,0.6037735849056604,0.14678899082568808,0.6136363636363636,0.14493865030674846,0.6041666666666666,0.1196319018404908,0.75,0.1568477429227238,0.6888888888888889,0.06620477290223249,0.6792452830188679,0.15905631659056316,0.7368421052631579,0.55,0.8937736694891735
0.12070282658517953,0.6590909090909091,0.18181818181818182,0.6818181818181818,0.10230769230769231,0.660377358490566,0.11923076923076924,0.6037735849056604,0.1735474006116208,0.6363636363636364,0.147239263803681,0.6041666666666666,0.12116564417177914,0.7708333333333334,0.15837796480489671,0.6888888888888889,0.0800615858352579,0.6981132075471698,0.16210045662100456,0.7368421052631579,0.56,0.8966881758295197
0.12146676852559206,0.6590909090909091,0.18334606569900688,0.6818181818181818,0.10384615384615385,0.660377358490566,0.11923076923076924,0.6226415094339622,0.17660550458715596,0.6363636363636364,0.14877300613496933,0.6041666666666666,0.14877300613496933,0.7916666666666666,0.15914307574598316,0.6888888888888889,0.08083140877598152,0.6981132075471698,0.16666666666666666,0.7368421052631579,0.5700000000000001,0.8996026821698659
0.12299465240641712,0.6590909090909091,0.2322383498854087,0.7727272727272727,0.10538461538461538,0.660377358490566,0.12,0.6226415094339622,0.17813455657492355,0.6363636363636364,0.1495398773006135,0.6041666666666666,0.14877300613496933,0.8125,0.19969395562356543,0.6888888888888889,0.09853733641262509,0.7358490566037735,0.16818873668188736,0.7368421052631579,0.58,0.9025171885102121
0.1252864782276547,0.6590909090909091,0.23300229182582124,0.7727272727272727,0.10692307692307693,0.660377358490566,0.12076923076923077,0.6415094339622641,0.1811926605504587,0.6363636363636364,0.15107361963190183,0.6041666666666666,0.15107361963190183,0.8125,0.20045906656465187,0.6888888888888889,0.100846805234796,0.7358490566037735,0.1689497716894977,0.7368421052631579,0.59,0.9054316948505583
0.15049656226126815,0.6590909090909091,0.2345301757066463,0.7727272727272727,0.11538461538461539,0.6981132075471698,0.12153846153846154,0.6415094339622641,0.21100917431192662,0.6590909090909091,0.15337423312883436,0.6041666666666666,0.1526073619631902,0.8125,0.20428462127008415,0.6888888888888889,0.11778290993071594,0.7735849056603774,0.19406392694063926,0.7368421052631579,0.6,0.9083462011909045
0.1520244461420932,0.6590909090909091,0.23682200152788388,0.7727272727272727,0.11615384615384615,0.6981132075471698,0.12230769230769231,0.660377358490566,0.21330275229357798,0.6590909090909091,0.18634969325153375,0.6458333333333334,0.1549079754601227,0.8125,0.20581484315225707,0.6888888888888889,0.11855273287143957,0.7735849056603774,0.1948249619482496,0.7368421052631579,0.61,0.9112070546652935
0.15355233002291827,0.6590909090909091,0.23758594346829642,0.7727272727272727,0.1176923076923077,0.6981132075471698,0.12538461538461537,0.660377358490566,0.21559633027522937,0.6590909090909091,0.18865030674846625,0.6458333333333334,0.19171779141104295,0.8125,0.2088752869166029,0.6888888888888889,0.11855273287143957,0.7924528301886793,0.1963470319634703,0.7368421052631579,0.62,0.9133127305225626
0.15431627196333078,0.6590909090909091,0.24369747899159663,0.7727272727272727,0.11846153846153847,0.6981132075471698,0.12615384615384614,0.660377358490566,0.21712538226299694,0.6590909090909091,0.19095092024539878,0.6458333333333334,0.19325153374233128,0.8125,0.25095638867635806,0.7333333333333333,0.1216320246343341,0.7924528301886793,0.19710806697108066,0.7368421052631579,0.63,0.9150633798933836
0.15584415584415584,0.6590909090909091,0.24446142093200918,0.7727272727272727,0.12,0.6981132075471698,0.15153846153846154,0.660377358490566,0.21712538226299694,0.6818181818181818,0.19248466257668712,0.6458333333333334,0.19478527607361965,0.8125,0.2540168324407039,0.7333333333333333,0.14087759815242495,0.7924528301886793,0.1993911719939117,0.7368421052631579,0.64,0.9170918779527133
0.15889992360580596,0.6590909090909091,0.24598930481283424,0.7727272727272727,0.12076923076923077,0.6981132075471698,0.15384615384615385,0.660377358490566,0.27522935779816515,0.6818181818181818,0.19631901840490798,0.6458333333333334,0.19708588957055215,0.8125,0.25478194338179033,0.7333333333333333,0.14164742109314857,0.7924528301886793,0.20015220700152206,0.7368421052631579,0.65,0.9205417754590792
0.19098548510313215,0.6818181818181818,0.24675324675324675,0.7727272727272727,0.12384615384615384,0.6981132075471698,0.15615384615384614,0.6792452830188679,0.2759938837920489,0.6818181818181818,0.24616564417177914,0.6875,0.19861963190184048,0.8125,0.2570772762050497,0.7333333333333333,0.14318706697459585,0.8113207547169812,0.2009132420091324,0.7631578947368421,0.66,0.9256826615371496
0.19327731092436976,0.6818181818181818,0.2475171886936593,0.7954545454545454,0.12615384615384614,0.6981132075471698,0.1576923076923077,0.6792452830188679,0.2775229357798165,0.6818181818181818,0.2469325153374233,0.6875,0.20015337423312884,0.8125,0.260902830910482,0.7555555555555555,0.1447267128560431,0.8113207547169812,0.2389649923896499,0.7894736842105263,0.67,0.9318886476591375
0.19556913674560733,0.6818181818181818,0.24904507257448433,0.7954545454545454,0.14923076923076922,0.7169811320754716,0.19153846153846155,0.6792452830188679,0.2790519877675841,0.6818181818181818,0.25076687116564417,0.6875,0.254601226993865,0.8541666666666666,0.2631981637337414,0.7555555555555555,0.147036181678214,0.8113207547169812,0.23972602739726026,0.7894736842105263,0.68,0.9337460164628549
0.19938884644766997,0.6818181818181818,0.32161955691367455,0.8181818181818182,0.15,0.7169811320754716,0.1946153846153846,0.6792452830188679,0.28211009174311924,0.6818181818181818,0.254601226993865,0.6875,0.2553680981595092,0.8541666666666666,0.26396327467482783,0.7555555555555555,0.14934565050038492,0.8301886792452831,0.24124809741248096,0.7894736842105263,0.6900000000000001,0.9358076044923228
0.2001527883880825,0.6818181818181818,0.3254392666157372,0.8181818181818182,0.1523076923076923,0.7169811320754716,0.19615384615384615,0.6792452830188679,0.28363914373088683,0.6818181818181818,0.32515337423312884,0.75,0.25690184049079756,0.8541666666666666,0.2654934965570008,0.7555555555555555,0.15088529638183218,0.8301886792452831,0.2420091324200913,0.7894736842105263,0.7000000000000001,0.9378783269280543
