rep_1
0.074926225
0.081915699
0.077446565
0.080523529
0.087879127
0.080645192
0.084983518
0.078571082
0.087011854
0.089398231
0.089068128
0.088455683
0.094837227
0.092300824
0.077295185
0.093931242
0.089601234
0.092739334
0.093039332
0.096155731
0.086426002
0.086651542
0.111245168
0.091145364
0.088958983
0.098887043
0.099588871
0.096267191
0.095076533
0.100462665
0.088203895
0.079770533
0.096410918
0.105608501
0.091069226
0.10934389
0.096959505
0.085724598
0.099768128
0.100946442
0.096281216
0.114820465
0.106939834
0.099223121
0.128531503
0.107180656
0.096017323
0.119039522
0.09525289
0.127959067
0.11948428
0.12359995
0.106786357
0.094999976
0.149494025
0.109783728
0.107798262
0.096239559
0.137478727
0.106962352
0.107345687
0.153509381
0.137981998
0.10959056
0.088639435
0.11172755
0.131389059
0.162467569
0.146103866
0.093100419
0.155877306
0.177827938
0.08988949
0.177570606
0.09361774
0.113268015
0.153435678
0.104771958
0.088312295
0.157554668
0.123979666
0.173526365
0.190322747
0.145439514
0.162930382
0.147018279
0.212789129
0.188652526
0.144911778
0.143100323
0.149777509
0.164044144
0.07397724
0.126027065
0.169238862
0.122605412
0.192564676
0.104079745
0.198203676
0.147272858
0.239680807
0.243061609
0.126801589
0.142770135
0.221137154
0.173120372
0.199238741
0.201890052
0.167684595
0.195650932
0.28159976
0.134499198
0.237769575
0.299415562
0.173260968
0.169953075
0.233151013
0.173442616
0.287734463
0.255402443
0.134922589
0.307938007
0.2990391
0.316328832
0.11415629
0.084709412
0.314066815
0.238141441
0.348390207
0.092641229
0.227914874
0.337301226
0.373239586
0.367519517
0.260745796
0.106978862
0.236954702
0.271073193
0.389150641
0.23746499
0.420200452
0.183935646
0.343471888
0.251748483
0.191452303
0.334946113
0.328310844
0.329383672
0.250600666
0.223319683
0.428393613
0.10201992
0.361766944
0.371197773
0.195034697
0.238933105
0.313620742
0.321014826
0.410173477
0.392401037
0.36120525
0.310304363
0.488770499
0.482581323
0.318557132
0.297328364
0.355101361
0.375124455
0.082937553
0.330282894
0.414720735
0.126714501
0.39092524
0.357904201
0.44794274
0.403585926
0.390920226
0.624496108
0.336812601
0.354296282
0.335237328
0.399469901
0.386165825
0.408143826
0.577674449
0.395418598
0.397438805
0.339236843
0.457744585
0.372935384
0.281314978
0.546372515
0.408674305
0.440394397
0.350213001
0.481087927
0.47699063
0.454438834
0.214215693
0.741924606
0.427024162
0.487653787
0.499804962
0.40532643
0.497803757
0.642535138
0.465266385
0.566264053
0.493218986
0.395137897
0.617785086
0.541693939
0.747636725
0.505131839
0.479502315
0.542553925
0.663500544
0.496786793
0.524587724
0.353980126
0.53524988
0.425631453
0.555915248
0.520758644
0.478317027
0.48279561
0.490688439
0.581604359
0.841608544
0.761993087
0.523556583
0.497786685
0.514372303
0.600870183
0.614764878
0.580018276
0.628278979
0.543920269
0.819105243
0.579933407
0.563395616
0.563644367
0.64551614
0.566029128
0.456740433
0.433881619
0.595110274
0.359637974
0.231831655
0.103786047
0.425849237
0.528781284
0.628661673
0.708961836
0.755906335
0.635997246
0.649239456
0.503102902
0.606415086
0.52008068
0.611809577
0.569369555
0.470987916
0.592896347
0.574759288
0.646220718
0.535630948
0.112313999
0.57306282
0.66237045
0.615613896
0.932715682
0.628565461
0.609709619
0.63523653
0.586012799
0.362013073
0.545823638
0.571950259
0.678585916
0.612416035
0.608248666
0.511669155
0.646835902
0.619282752
0.332510132
0.680790058
0.313619158
0.385484385
0.731359802
0.638779304
0.641618471
0.949224908
1.09456026
0.400365033
0.702587083
0.596688887
0.842256512
0.735139006
0.616604286
0.594109153
0.587541751
0.610517789
0.642007954
0.734243609
0.468307287
0.677251098
0.731388
0.523046956
0.652189945
0.988678422
0.61305773
0.702491896
0.661441384
0.633275755
0.473520145
0.65999838
0.760618488
0.702292975
0.666365463
0.670967686
0.710238275
0.824501213
0.760375426
0.659262972
0.793377103
0.724910124
0.623633158
0.769989215
0.728044349
0.617220962
0.701778252
0.553139616
0.611355822
0.599421314
0.832820855
0.266962214
0.572155409
0.859759553
0.766929654
0.792819709
0.621425399
0.739383238
0.843241391
0.776870898
1.031051275
0.691164759
0.655027287
0.648602678
0.865532564
0.558983702
0.740406782
0.564739026
1.132309539
0.392341174
0.707497526
0.859537891
0.785540764
0.564813693
0.820597618
0.6395057
0.57158867
0.722992488
0.503271217
0.135417181
0.989542336
1.163700768
0.521088351
0.755193608
0.879698303
0.989466358
0.792333431
0.779690659
0.767284135
0.804837773
0.516298332
0.758301538
0.77785233
0.825555826
