rep_1,rep_2
1.059749181,1.046470247
1.007817011,0.990032959
1.020874425,1.062116649
0.716437133,0.805845692
0.690412186,0.802529494
1.006423078,1.009366839
1.000646194,0.985881388
1.179381673,1.055773893
0.697791503,0.847060089
1.041948866,1.018864907
0.846585131,0.813161843
1.025935974,1.00624556
0.84396494,0.918440276
0.915946707,1.069838653
1.066880186,1.052774878
0.917024621,0.633302487
0.929712534,1.063181827
1.078422385,0.985576919
0.864360476,1.350889855
0.942168959,1.038547454
1.051147711,1.060387008
1.004568912,0.991831582
1.075807267,1.032571312
1.089723925,1.057912912
1.158924308,1.052433274
1.005100343,1.071889689
0.988264063,1.035520065
0.596688887,0.653124688
0.944920694,0.902475225
1.079063237,1.06809444
0.988555457,0.951168638
0.993024743,1.094776281
1.069495908,1.041366641
0.937638765,0.742432736
1.124827016,0.948542876
1.092428803,1.037292957
1.085414372,1.146533483
0.946076616,1.053032189
0.867157467,0.900345818
1.000987026,1.012087724
1.017645237,0.852754502
0.904254684,0.896644239
0.856832113,0.937438486
1.187545715,1.060196908
0.988948816,0.979241631
1.097514846,0.949033318
0.977896758,0.959213832
0.982407825,1.00657425
0.943952965,0.937802755
1.187822333,0.980986456
1.059336516,1.004157769
0.95799528,1.004110908
1.03434029,0.907136165
0.986499041,1.084891687
0.702292975,0.604769133
0.847768213,0.968971924
0.873224336,0.719452312
0.878299961,0.655882383
1.200535922,1.037483973
1.003319879,0.962018619
0.918583521,0.875489045
0.907193089,1.022587812
0.520980258,1.098811013
1.107532324,0.756993147
1.02338915,1.027224695
0.802174648,0.986534102
1.047534185,1.095273628
1.148305943,0.906118509
0.964963152,1.053224327
1.050520748,1.038284911
1.269155298,1.324047051
0.077295185,0.106491808
0.835991274,0.868650125
1.051891995,0.938950057
1.078523624,1.019835399
1.019512524,1.060472622
1.148915244,0.985208871
1.155014275,1.036142399
0.965031433,1.102357008
0.930844089,1.217843376
1.020441739,0.979966471
1.058134071,1.020989167
1.102566831,0.957731028
1.111934267,1.018750336
1.057893833,1.044983658
0.939229285,0.968765727
1.019393272,1.069877749
0.880598523,1.017443804
1.047777305,1.210067994
0.997495082,0.996011941
1.037222044,0.986564847
0.967989718,1.081580942
0.956918957,0.960446562
0.198203676,0.125988601
1.014013293,1.214552511
0.963182363,1.141433715
0.955819216,1.000194428
0.957947866,1.021209514
0.975746949,1.064331611
0.649923488,0.977115064
1.071580462,0.889475362
0.861869021,1.115579316
0.61305773,0.672530197
1.108124871,0.921119036
0.886497315,0.994137886
0.959915523,0.965261478
1.109579925,0.810478026
1.039348529,1.116156753
0.977789786,0.746199401
1.092852871,1.073836944
1.003392058,0.965687741
0.963233177,1.07934576
0.974383188,1.018764118
0.909905908,0.998708652
1.211796724,1.138756254
0.9670921,1.15582956
0.919557836,0.897607272
0.897970865,1.167948202
0.983851433,1.030397261
1.022791574,0.846234256
1.019532846,1.075121945
1.014551908,0.903649541
1.01274515,0.995381827
1.028496092,1.004437698
1.084022661,1.075768649
0.806431382,0.693362967
0.98277784,0.988523289
1.025145064,0.971884439
1.00541943,1.015590275
1.031383467,1.030577104
1.020708045,1.039697907
0.947968528,1.091876443
0.963935458,0.80299924
1.052895932,1.01438908
0.989035597,0.977717446
1.070748454,1.017401453
0.414720735,0.295211908
0.944848304,0.882709645
0.945243669,1.127522065
1.14787051,1.156118798
0.250600666,0.33085203
0.785128898,1.03110116
1.114546238,0.836349802
1.035231883,1.010849452
0.905058686,0.903887779
0.940912329,0.998691317
1.002068622,0.953044325
1.001118566,0.975515209
1.032122635,1.04369561
1.083727512,1.17484772
1.055066089,1.029404423
0.945240733,0.999540659
1.069803468,1.049723383
0.957235284,1.077248024
0.96588691,1.04476678
1.046516837,1.011651476
1.011067259,0.89111416
0.127959067,0.093890515
0.940441413,1.049435746
1.217713898,0.965497047
0.983068898,1.117072256
1.004491879,0.935292824
0.499804962,0.399891747
0.956822828,1.02125005
0.987426373,0.98131629
1.009721139,1.101218196
1.051693005,1.049169046
0.910384913,1.049497632
0.764172751,0.778251685
0.984636405,0.96111236
0.09525289,0.126492996
0.996299896,0.987919728
1.059773061,0.958530575
0.967876647,0.902661962
1.020926402,0.995797958
0.960120129,0.994953834
1.008168829,0.973118576
0.952185348,0.928148787
1.419289032,0.916962306
0.955233462,0.971820479
1.057173315,1.105951651
0.973864537,0.981363408
1.116155397,1.045229181
0.99903737,1.043505762
1.261764807,1.463190388
